start livelink
[-0.07, -0.011, -0.067]
[-0.07, -0.01, -0.067]
[-0.07, -0.01, -0.067]
[-0.069, -0.01, -0.068]
[-0.066, -0.01, -0.067]
[-0.063, -0.01, -0.068]
[-0.06, -0.01, -0.068]
[-0.058, -0.01, -0.068]
[-0.059, -0.011, -0.068]
[-0.06, -0.011, -0.069]
[-0.063, -0.011, -0.069]
[-0.067, -0.01, -0.069]
[-0.069, -0.009, -0.069]
[-0.072, -0.008, -0.069]
[-0.072, -0.007, -0.068]
[-0.07, -0.006, -0.067]
[-0.067, -0.005, -0.066]
[-0.067, -0.004, -0.065]
[-0.066, -0.004, -0.064]
[-0.064, -0.004, -0.064]
[-0.06, -0.003, -0.064]
[-0.052, -0.002, -0.063]
[-0.045, -0.0, -0.063]
[-0.032, 0.002, -0.063]
[-0.032, 0.002, -0.063]
[-0.029, 0.003, -0.063]
[-0.022, 0.004, -0.063]
[-0.008, 0.006, -0.062]
[-0.008, 0.006, -0.062]
[0.001, 0.007, -0.061]
[0.006, 0.007, -0.06]
[0.01, 0.008, -0.059]
[0.015, 0.008, -0.058]
[0.018, 0.009, -0.057]
[0.022, 0.008, -0.056]
[0.028, 0.008, -0.056]
[0.033, 0.008, -0.055]
[0.04, 0.007, -0.055]
[0.046, 0.007, -0.054]
[0.058, 0.007, -0.053]
[0.058, 0.007, -0.053]
[0.064, 0.007, -0.053]
[0.069, 0.007, -0.052]
[0.073, 0.007, -0.052]
[0.077, 0.007, -0.052]
[0.082, 0.008, -0.051]
[0.087, 0.009, -0.05]
[0.091, 0.009, -0.05]
[0.096, 0.01, -0.049]
[0.1, 0.011, -0.048]
[0.104, 0.011, -0.048]
[0.108, 0.012, -0.048]
[0.113, 0.012, -0.048]
[0.117, 0.012, -0.048]
[0.121, 0.012, -0.047]
[0.125, 0.012, -0.047]
[0.127, 0.013, -0.048]
[0.129, 0.013, -0.048]
[0.131, 0.014, -0.049]
[0.132, 0.014, -0.05]
[0.133, 0.015, -0.05]
[0.134, 0.015, -0.051]
[0.133, 0.016, -0.051]
[0.132, 0.016, -0.052]
[0.131, 0.016, -0.052]
[0.129, 0.016, -0.052]
[0.126, 0.016, -0.053]
[0.124, 0.016, -0.052]
[0.122, 0.017, -0.053]
[0.119, 0.017, -0.053]
[0.117, 0.018, -0.053]
[0.114, 0.018, -0.053]
[0.111, 0.018, -0.054]
[0.108, 0.018, -0.054]
[0.107, 0.019, -0.054]
[0.106, 0.019, -0.054]
[0.105, 0.019, -0.054]
[0.104, 0.019, -0.055]
[0.102, 0.019, -0.055]
[0.102, 0.019, -0.055]
[0.102, 0.019, -0.056]
[0.103, 0.019, -0.056]
[0.103, 0.018, -0.057]
[0.101, 0.019, -0.058]
[0.1, 0.019, -0.059]
[0.099, 0.019, -0.06]
[0.1, 0.019, -0.061]
[0.102, 0.02, -0.062]
[0.103, 0.02, -0.062]
